date,ticker,signals_summary,bullish_squeeze_label,bullish_squeeze_score,bearish_squeeze_label,bearish_squeeze_score
2026-08-14,MSFT,VOLATILITY/STRONG @ $496.10 (0.00%) | VOLATILITY/STRONG @ $495.00 (-0.22%) | MAGNET/STRONG @ $500.00 (+0.79%),possible,44,possible,39
2026-08-14,NVDA,VOLATILITY/STRONG @ $224.91 (0.00%) | MAGNET/STRONG @ $225.00 (+0.04%) | VOLATILITY/STRONG @ $190.00 (-15.52%),possible,48,not_shown,
2026-08-14,GOOGL,VOLATILITY/STRONG @ $347.17 (0.00%) | MAGNET/STRONG @ $347.50 (+0.10%) | SUPPORT/MODERATE @ $337.56 (-2.77%),possible,44,not_shown,
2026-08-14,META,VOLATILITY/STRONG @ $590.30 (0.00%) | MAGNET/STRONG @ $590.00 (-0.05%) | VOLATILITY/STRONG @ $550.00 (-6.83%),unlikely,24,unlikely,19
2026-08-14,AMZN,VOLATILITY/STRONG @ $262.83 (0.00%) | VOLATILITY/STRONG @ $262.50 (-0.13%),possible,34,possible,39
2026-08-14,TSLA,VOLATILITY/STRONG @ $340.50 (0.00%) | MAGNET/STRONG @ $340.00 (-0.15%) | SUPPORT/MODERATE @ $329.62 (-3.20%),possible,45,not_shown,
2026-08-17,AAPL,VOLATILITY/STRONG @ $304.61 (0.00%) | MAGNET/STRONG @ $310.00 (+1.77%) | VOLATILITY/STRONG @ $295.00 (-3.15%),possible,39,unlikely,24
2026-08-17,MSFT,VOLATILITY/STRONG @ $481.00 (0.00%) | VOLATILITY/STRONG @ $475.00 (-1.25%),unlikely,25,possible,30
2026-08-17,NVDA,VOLATILITY/STRONG @ $225.68 (0.00%) | MAGNET/STRONG @ $230.00 (+1.92%) | VOLATILITY/STRONG @ $190.00 (-15.81%),possible,43,not_shown,
2026-08-17,GOOGL,VOLATILITY/STRONG @ $343.63 (0.00%) | MAGNET/STRONG @ $350.00 (+1.85%) | SUPPORT/MODERATE @ $334.11 (-2.77%),possible,35,unlikely,20
2026-08-17,META,VOLATILITY/STRONG @ $569.00 (0.00%) | VOLATILITY/STRONG @ $550.00 (-3.34%),unlikely,29,possible,32
2026-08-17,AMZN,VOLATILITY/STRONG @ $261.44 (0.00%) | VOLATILITY/STRONG @ $257.50 (-1.51%),unlikely,25,possible,30
2026-08-17,TSLA,VOLATILITY/STRONG @ $339.20 (0.00%) | MAGNET/STRONG @ $340.00 (+0.24%) | SUPPORT/MODERATE @ $328.45 (-3.17%),likely,57,not_shown,
2026-08-18,AAPL,VOLATILITY/STRONG @ $309.81 (0.00%) | MAGNET/STRONG @ $310.00 (+0.06%) | VOLATILITY/STRONG @ $295.00 (-4.78%),possible,44,not_shown,
2026-08-18,MSFT,VOLATILITY/STRONG @ $481.25 (0.00%) | VOLATILITY/STRONG @ $475.00 (-1.30%),unlikely,29,possible,34
2026-08-18,NVDA,VOLATILITY/STRONG @ $219.44 (0.00%) | VOLATILITY/STRONG @ $190.00 (-13.42%),possible,33,unlikely,23
2026-08-18,GOOGL,VOLATILITY/STRONG @ $343.50 (0.00%) | VOLATILITY/STRONG @ $340.00 (-1.02%) | MAGNET/STRONG @ $350.00 (+1.89%),likely,55,likely,50
2026-08-18,META,VOLATILITY/STRONG @ $545.10 (0.00%) | SUPPORT/MODERATE @ $536.91 (-1.50%) | VOLATILITY/STRONG @ $530.00 (-2.77%),possible,31,possible,41
2026-08-18,AMZN,VOLATILITY/STRONG @ $261.10 (0.00%) | VOLATILITY/STRONG @ $257.50 (-1.38%),possible,37,possible,42
2026-08-18,TSLA,VOLATILITY/STRONG @ $336.20 (0.00%) | SUPPORT/MODERATE @ $330.96 (-1.56%) | VOLATILITY/STRONG @ $300.00 (-10.77%),possible,34,unlikely,23
2026-08-19,AAPL,VOLATILITY/STRONG @ $316.50 (0.00%) | MAGNET/STRONG @ $320.00 (+1.11%) | VOLATILITY/STRONG @ $240.00 (-24.17%),possible,39,not_shown,
2026-08-19,MSFT,VOLATILITY/STRONG @ $484.00 (0.00%) | VOLATILITY/STRONG @ $475.00 (-1.86%),possible,45,likely,50
2026-08-19,NVDA,VOLATILITY/STRONG @ $218.19 (0.00%) | VOLATILITY/STRONG @ $217.50 (-0.31%) | MAGNET/STRONG @ $220.00 (+0.83%),likely,60,likely,55
2026-08-19,GOOGL,VOLATILITY/STRONG @ $344.50 (0.00%) | MAGNET/STRONG @ $345.00 (+0.15%) | VOLATILITY/STRONG @ $340.00 (-1.31%),possible,48,possible,38
2026-08-19,META,VOLATILITY/STRONG @ $551.56 (0.00%) | VOLATILITY/STRONG @ $550.00 (-0.28%) | SUPPORT/MODERATE @ $540.38 (-2.03%),,,possible,39
2026-08-19,AMZN,VOLATILITY/STRONG @ $266.22 (0.00%) | MAGNET/STRONG @ $270.00 (+1.42%) | VOLATILITY/STRONG @ $240.00 (-9.85%),possible,39,not_shown,
2026-08-19,TSLA,VOLATILITY/STRONG @ $349.85 (0.00%) | MAGNET/STRONG @ $350.00 (+0.04%) | SUPPORT/MODERATE @ $334.12 (-4.50%),likely,55,not_shown,
2026-08-20,AAPL,VOLATILITY/STRONG @ $311.73 (0.00%) | MAGNET/STRONG @ $310.00 (-0.55%) | VOLATILITY/STRONG @ $240.00 (-23.01%),likely,50,possible,35
2026-08-20,MSFT,VOLATILITY/STRONG @ $481.56 (0.00%) | MAGNET/STRONG @ $480.00 (-0.32%) | VOLATILITY/STRONG @ $475.00 (-1.36%),unlikely,29,possible,34
2026-08-20,NVDA,VOLATILITY/STRONG @ $216.91 (0.00%) | VOLATILITY/STRONG @ $215.00 (-0.88%) | MAGNET/STRONG @ $220.00 (+1.42%),likely,55,likely,55
2026-08-20,GOOGL,VOLATILITY/STRONG @ $340.24 (0.00%) | VOLATILITY/STRONG @ $340.00 (-0.07%) | SUPPORT/MODERATE @ $337.04 (-0.94%),possible,34,possible,39
2026-08-20,META,VOLATILITY/STRONG @ $547.00 (0.00%) | VOLATILITY/STRONG @ $540.00 (-1.28%) | SUPPORT/MODERATE @ $536.05 (-2.00%),,,possible,34
2026-08-20,AMZN,VOLATILITY/STRONG @ $261.10 (0.00%) | MAGNET/STRONG @ $260.00 (-0.42%) | VOLATILITY/STRONG @ $257.50 (-1.38%),unlikely,28,possible,38
2026-08-20,TSLA,VOLATILITY/STRONG @ $346.00 (0.00%) | MAGNET/STRONG @ $350.00 (+1.16%) | VOLATILITY/STRONG @ $340.00 (-1.73%),possible,48,possible,46
2026-08-21,AAPL,VOLATILITY/STRONG @ $309.15 (0.00%) | MAGNET/STRONG @ $310.00 (+0.27%) | VOLATILITY/STRONG @ $240.00 (-22.37%),possible,48,not_shown,
2026-08-21,MSFT,VOLATILITY/STRONG @ $480.90 (0.00%) | MAGNET/STRONG @ $480.00 (-0.19%) | VOLATILITY/STRONG @ $475.00 (-1.23%),possible,33,possible,38
2026-08-21,NVDA,VOLATILITY/STRONG @ $215.13 (0.00%) | MAGNET/STRONG @ $215.00 (-0.06%) | VOLATILITY/STRONG @ $215.00 (-0.06%),possible,42,possible,47
2026-08-21,GOOGL,VOLATILITY/STRONG @ $345.01 (0.00%) | MAGNET/STRONG @ $345.00 (-0.00%) | SUPPORT/MODERATE @ $335.99 (-2.62%),possible,39,unlikely,24
2026-08-21,META,VOLATILITY/STRONG @ $551.08 (0.00%) | MAGNET/STRONG @ $550.00 (-0.20%) | VOLATILITY/STRONG @ $550.00 (-0.20%),,,possible,47
2026-08-21,AMZN,VOLATILITY/STRONG @ $259.50 (0.00%) | MAGNET/STRONG @ $260.00 (+0.19%) | VOLATILITY/STRONG @ $257.50 (-0.77%),likely,52,possible,47
2026-08-21,TSLA,VOLATILITY/STRONG @ $361.50 (0.00%) | MAGNET/STRONG @ $360.00 (-0.41%) | VOLATILITY/STRONG @ $300.00 (-17.01%),possible,44,not_shown,
2026-08-24,AAPL,VOLATILITY/STRONG @ $310.78 (0.00%) | VOLATILITY/STRONG @ $280.00 (-9.90%),possible,34,unlikely,19
2026-08-24,MSFT,VOLATILITY/STRONG @ $488.26 (0.00%) | VOLATILITY/STRONG @ $475.00 (-2.72%),possible,30,unlikely,25
2026-08-24,NVDA,VOLATILITY/STRONG @ $208.78 (0.00%) | VOLATILITY/STRONG @ $190.00 (-8.99%),possible,40,possible,35
2026-08-24,GOOGL,VOLATILITY/STRONG @ $349.00 (0.00%) | MAGNET/STRONG @ $347.50 (-0.43%) | VOLATILITY/STRONG @ $330.00 (-5.44%),possible,40,not_shown,
2026-08-24,META,VOLATILITY/STRONG @ $558.19 (0.00%) | VOLATILITY/STRONG @ $550.00 (-1.47%),,,possible,34
2026-08-24,AMZN,VOLATILITY/STRONG @ $263.38 (0.00%) | VOLATILITY/STRONG @ $240.00 (-8.88%),unlikely,29,unlikely,19
2026-08-24,TSLA,VOLATILITY/STRONG @ $350.62 (0.00%) | SUPPORT/MODERATE @ $340.48 (-2.89%) | VOLATILITY/STRONG @ $300.00 (-14.44%),unlikely,26,unlikely,19
2026-08-25,AAPL,VOLATILITY/STRONG @ $309.40 (0.00%) | VOLATILITY/STRONG @ $280.00 (-9.50%),unlikely,29,unlikely,19
2026-08-25,MSFT,VOLATILITY/STRONG @ $489.75 (0.00%) | VOLATILITY/STRONG @ $475.00 (-3.01%),possible,30,unlikely,20
2026-08-25,NVDA,VOLATILITY/STRONG @ $213.89 (0.00%) | VOLATILITY/STRONG @ $190.00 (-11.17%),unlikely,24,unlikely,19
2026-08-25,GOOGL,VOLATILITY/STRONG @ $346.77 (0.00%) | MAGNET/STRONG @ $350.00 (+0.93%) | SUPPORT/MODERATE @ $332.43 (-4.14%),possible,44,not_shown,
2026-08-25,META,VOLATILITY/STRONG @ $568.50 (0.00%) | VOLATILITY/STRONG @ $550.00 (-3.25%),unlikely,23,unlikely,24
2026-08-25,AMZN,VOLATILITY/STRONG @ $259.99 (0.00%) | VOLATILITY/STRONG @ $240.00 (-7.69%),unlikely,28,unlikely,23
2026-08-25,TSLA,VOLATILITY/STRONG @ $350.50 (0.00%) | VOLATILITY/STRONG @ $340.00 (-3.00%) | SUPPORT/MODERATE @ $339.95 (-3.01%),unlikely,27,unlikely,29
2026-08-26,AAPL,VOLATILITY/STRONG @ $311.25 (0.00%) | VOLATILITY/STRONG @ $280.00 (-10.04%),possible,34,unlikely,19
2026-08-26,MSFT,VOLATILITY/STRONG @ $497.00 (0.00%) | MAGNET/STRONG @ $500.00 (+0.60%) | VOLATILITY/STRONG @ $475.00 (-4.43%),possible,44,not_shown,
2026-08-26,NVDA,VOLATILITY/STRONG @ $219.25 (0.00%) | VOLATILITY/STRONG @ $190.00 (-13.34%),possible,41,possible,31
2026-08-26,GOOGL,VOLATILITY/STRONG @ $342.25 (0.00%) | SUPPORT/MODERATE @ $333.18 (-2.65%) | VOLATILITY/STRONG @ $330.00 (-3.58%),possible,34,unlikely,24
2026-08-26,META,VOLATILITY/STRONG @ $578.50 (0.00%) | MAGNET/STRONG @ $580.00 (+0.26%) | VOLATILITY/STRONG @ $550.00 (-4.93%),possible,44,not_shown,
2026-08-26,AMZN,VOLATILITY/STRONG @ $260.25 (0.00%) | VOLATILITY/STRONG @ $240.00 (-7.78%),unlikely,28,unlikely,23
2026-08-26,TSLA,VOLATILITY/STRONG @ $346.75 (0.00%) | SUPPORT/MODERATE @ $342.59 (-1.20%) | VOLATILITY/STRONG @ $340.00 (-1.95%),unlikely,29,possible,38
2026-08-27,AAPL,VOLATILITY/STRONG @ $314.21 (0.00%) | MAGNET/STRONG @ $320.00 (+1.84%) | VOLATILITY/STRONG @ $280.00 (-10.89%),possible,43,not_shown,
2026-08-27,MSFT,VOLATILITY/STRONG @ $499.50 (0.00%) | MAGNET/STRONG @ $500.00 (+0.10%) | VOLATILITY/STRONG @ $475.00 (-4.90%),possible,44,not_shown,
2026-08-27,NVDA,VOLATILITY/STRONG @ $225.91 (0.00%) | MAGNET/STRONG @ $230.00 (+1.81%) | VOLATILITY/STRONG @ $180.00 (-20.32%),likely,55,not_shown,
2026-08-27,GOOGL,VOLATILITY/STRONG @ $341.00 (0.00%) | MAGNET/STRONG @ $337.50 (-1.03%) | VOLATILITY/STRONG @ $337.50 (-1.03%),possible,34,possible,34
2026-08-27,META,VOLATILITY/STRONG @ $571.45 (0.00%) | VOLATILITY/STRONG @ $550.00 (-3.75%),unlikely,23,unlikely,24
2026-08-27,AMZN,VOLATILITY/STRONG @ $256.40 (0.00%) | VOLATILITY/STRONG @ $240.00 (-6.40%),unlikely,24,unlikely,19
2026-08-27,TSLA,VOLATILITY/STRONG @ $353.93 (0.00%) | MAGNET/STRONG @ $360.00 (+1.72%) | SUPPORT/MODERATE @ $343.67 (-2.90%),possible,42,unlikely,28
2026-08-28,AAPL,VOLATILITY/STRONG @ $319.98 (0.00%) | MAGNET/STRONG @ $320.00 (+0.01%) | VOLATILITY/STRONG @ $280.00 (-12.49%),likely,52,not_shown,
2026-08-28,MSFT,VOLATILITY/STRONG @ $511.90 (0.00%) | MAGNET/STRONG @ $510.00 (-0.37%) | VOLATILITY/STRONG @ $350.00 (-31.63%),unlikely,24,unlikely,19
2026-08-28,NVDA,VOLATILITY/STRONG @ $217.86 (0.00%) | VOLATILITY/STRONG @ $217.50 (-0.17%),possible,33,possible,43
2026-08-28,GOOGL,VOLATILITY/STRONG @ $346.75 (0.00%) | MAGNET/STRONG @ $347.50 (+0.22%) | SUPPORT/MODERATE @ $331.84 (-4.30%),possible,44,not_shown,
2026-08-28,META,VOLATILITY/STRONG @ $578.30 (0.00%) | MAGNET/STRONG @ $580.00 (+0.29%) | VOLATILITY/STRONG @ $550.00 (-4.89%),likely,52,not_shown,
2026-08-28,AMZN,VOLATILITY/STRONG @ $265.95 (0.00%) | MAGNET/STRONG @ $265.00 (-0.36%) | VOLATILITY/STRONG @ $240.00 (-9.76%),unlikely,29,unlikely,19
2026-08-28,TSLA,VOLATILITY/STRONG @ $347.88 (0.00%) | MAGNET/STRONG @ $347.50 (-0.11%) | VOLATILITY/STRONG @ $347.50 (-0.11%),,,likely,63
2026-08-31,AAPL,VOLATILITY/STRONG @ $318.40 (0.00%) | MAGNET/STRONG @ $320.00 (+0.50%) | VOLATILITY/STRONG @ $280.00 (-12.06%),likely,52,not_shown,
2026-08-31,MSFT,VOLATILITY/STRONG @ $509.70 (0.00%) | VOLATILITY/STRONG @ $507.50 (-0.43%),unlikely,25,possible,35
2026-08-31,NVDA,VOLATILITY/STRONG @ $220.35 (0.00%) | MAGNET/STRONG @ $220.00 (-0.16%) | VOLATILITY/STRONG @ $180.00 (-18.31%),possible,41,possible,31
2026-08-31,GOOGL,VOLATILITY/STRONG @ $340.10 (0.00%) | SUPPORT/MODERATE @ $330.02 (-2.96%) | VOLATILITY/STRONG @ $330.00 (-2.97%),unlikely,20,unlikely,25
2026-08-31,META,VOLATILITY/STRONG @ $574.50 (0.00%) | MAGNET/STRONG @ $575.00 (+0.09%) | VOLATILITY/STRONG @ $550.00 (-4.26%),likely,59,possible,40
2026-08-31,AMZN,VOLATILITY/STRONG @ $260.50 (0.00%) | VOLATILITY/STRONG @ $240.00 (-7.87%),possible,40,possible,35
2026-08-31,TSLA,VOLATILITY/STRONG @ $367.21 (0.00%) | MAGNET/STRONG @ $365.00 (-0.60%) | VOLATILITY/STRONG @ $340.00 (-7.41%),likely,52,not_shown,
2026-09-01,AAPL,VOLATILITY/STRONG @ $322.75 (0.00%) | MAGNET/STRONG @ $320.00 (-0.85%) | VOLATILITY/STRONG @ $280.00 (-13.25%),possible,34,unlikely,19
2026-09-01,MSFT,VOLATILITY/STRONG @ $500.55 (0.00%) | VOLATILITY/STRONG @ $497.50 (-0.61%) | MAGNET/STRONG @ $510.00 (+1.89%),possible,35,possible,35
2026-09-01,NVDA,VOLATILITY/STRONG @ $217.83 (0.00%) | VOLATILITY/STRONG @ $180.00 (-17.37%),possible,40,possible,35
2026-09-01,GOOGL,VOLATILITY/STRONG @ $336.96 (0.00%) | SUPPORT/MODERATE @ $330.49 (-1.92%) | VOLATILITY/STRONG @ $330.00 (-2.07%),unlikely,24,unlikely,29
2026-09-01,META,VOLATILITY/STRONG @ $578.10 (0.00%) | VOLATILITY/STRONG @ $550.00 (-4.86%),unlikely,24,unlikely,24
2026-09-01,AMZN,VOLATILITY/STRONG @ $254.30 (0.00%) | VOLATILITY/STRONG @ $240.00 (-5.62%),unlikely,24,unlikely,19
2026-09-01,TSLA,VOLATILITY/STRONG @ $355.00 (0.00%) | SUPPORT/MODERATE @ $351.56 (-0.97%) | VOLATILITY/STRONG @ $350.00 (-1.41%),,,possible,38
2026-09-02,AAPL,VOLATILITY/STRONG @ $325.55 (0.00%) | MAGNET/STRONG @ $325.00 (-0.17%) | VOLATILITY/STRONG @ $280.00 (-13.99%),possible,39,not_shown,
2026-09-02,MSFT,VOLATILITY/STRONG @ $496.55 (0.00%) | VOLATILITY/STRONG @ $495.00 (-0.31%),possible,46,likely,51
2026-09-02,NVDA,VOLATILITY/STRONG @ $224.33 (0.00%) | MAGNET/STRONG @ $225.00 (+0.30%) | VOLATILITY/STRONG @ $180.00 (-19.76%),possible,44,not_shown,
2026-09-02,GOOGL,VOLATILITY/STRONG @ $338.10 (0.00%) | MAGNET/STRONG @ $340.00 (+0.56%) | SUPPORT/MODERATE @ $330.31 (-2.31%),possible,44,unlikely,29
2026-09-02,META,VOLATILITY/STRONG @ $596.35 (0.00%) | MAGNET/STRONG @ $600.00 (+0.61%) | VOLATILITY/STRONG @ $550.00 (-7.77%),possible,44,not_shown,
2026-09-02,AMZN,VOLATILITY/STRONG @ $254.58 (0.00%) | VOLATILITY/STRONG @ $240.00 (-5.73%),unlikely,24,unlikely,19
2026-09-02,TSLA,VOLATILITY/STRONG @ $355.95 (0.00%) | MAGNET/STRONG @ $355.00 (-0.27%) | VOLATILITY/STRONG @ $355.00 (-0.27%),possible,45,possible,47
